"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2010","2010","PER","Persons","3","thousands",,,65730,,
"JPN","Japan","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2011","2011","PER","Persons","3","thousands",,,65615,,
"JPN","Japan","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2012","2012","PER","Persons","3","thousands",,,65486,,
"JPN","Japan","YPFETTL1_ST","Population mid-year estimates Females","A","Annual","2013","2013","PER","Persons","3","thousands",,,65388,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1991","1991","PER","Persons","3","thousands",,,60905,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1992","1992","PER","Persons","3","thousands",,,61096,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1993","1993","PER","Persons","3","thousands",,,61228,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1994","1994","PER","Persons","3","thousands",,,61328,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1995","1995","PER","Persons","3","thousands",,,61574,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1996","1996","PER","Persons","3","thousands",,,61687,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1997","1997","PER","Persons","3","thousands",,,61805,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1998","1998","PER","Persons","3","thousands",,,61919,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","1999","1999","PER","Persons","3","thousands",,,61972,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2000","2000","PER","Persons","3","thousands",,,62111,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2001","2001","PER","Persons","3","thousands",,,62244,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2002","2002","PER","Persons","3","thousands",,,62252,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2003","2003","PER","Persons","3","thousands",,,62304,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2004","2004","PER","Persons","3","thousands",,,62295,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2005","2005","PER","Persons","3","thousands",,,62349,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2006","2006","PER","Persons","3","thousands",,,62330,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2007","2007","PER","Persons","3","thousands",,,62310,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2008","2008","PER","Persons","3","thousands",,,62251,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2009","2009","PER","Persons","3","thousands",,,62130,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2010","2010","PER","Persons","3","thousands",,,62328,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2011","2011","PER","Persons","3","thousands",,,62184,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2012","2012","PER","Persons","3","thousands",,,62029,,
"JPN","Japan","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2013","2013","PER","Persons","3","thousands",,,61909,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","1991","1991","PER","Persons","3","thousands",,,122730,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","1992","1992","PER","Persons","3","thousands",,,123120,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","1993","1993","PER","Persons","3","thousands",,,123510,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","1994","1994","PER","Persons","3","thousands",,,123820,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","1995","1995","PER","Persons","3","thousands",,,124170,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","1996","1996","PER","Persons","3","thousands",,,124410,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","1997","1997","PER","Persons","3","thousands",,,124640,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","1998","1998","PER","Persons","3","thousands",,,124950,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","1999","1999","PER","Persons","3","thousands",,,125260,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","2000","2000","PER","Persons","3","thousands",,,125560,"B","Break"
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","2001","2001","PER","Persons","3","thousands",,,127316,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","2002","2002","PER","Persons","3","thousands",,,127486,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","2003","2003","PER","Persons","3","thousands",,,127694,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","2004","2004","PER","Persons","3","thousands",,,127787,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","2005","2005","PER","Persons","3","thousands",,,127768,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","2006","2006","PER","Persons","3","thousands",,,127900.5,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","2007","2007","PER","Persons","3","thousands",,,128032.7,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","2008","2008","PER","Persons","3","thousands",,,128084,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","2009","2009","PER","Persons","3","thousands",,,128031.5,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","2010","2010","PER","Persons","3","thousands",,,128057.4,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","2011","2011","PER","Persons","3","thousands",,,127799,,
"JPN","Japan","YVPO01L1_ST","Population at 1 January","A","Annual","2012","2012","PER","Persons","3","thousands",,,127515,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","1991","1991","PER","Persons","3","thousands",,,123120,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","1992","1992","PER","Persons","3","thousands",,,123510,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","1993","1993","PER","Persons","3","thousands",,,123820,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","1994","1994","PER","Persons","3","thousands",,,124170,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","1995","1995","PER","Persons","3","thousands",,,124410,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","1996","1996","PER","Persons","3","thousands",,,124640,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","1997","1997","PER","Persons","3","thousands",,,124950,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","1998","1998","PER","Persons","3","thousands",,,125260,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","1999","1999","PER","Persons","3","thousands",,,125560,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","2000","2000","PER","Persons","3","thousands",,,125620,"B","Break"
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","2001","2001","PER","Persons","3","thousands",,,127261,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","2002","2002","PER","Persons","3","thousands",,,127400,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","2003","2003","PER","Persons","3","thousands",,,127603,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","2004","2004","PER","Persons","3","thousands",,,127740,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","2005","2005","PER","Persons","3","thousands",,,127781,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","2006","2006","PER","Persons","3","thousands",,,127925,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","2007","2007","PER","Persons","3","thousands",,,128026,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","2008","2008","PER","Persons","3","thousands",,,128069,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","2009","2009","PER","Persons","3","thousands",,,128032,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","2010","2010","PER","Persons","3","thousands",,,128020,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","2011","2011","PER","Persons","3","thousands",,,127662,,
"JPN","Japan","YVPO12L1_ST","Population 31st December","A","Annual","2012","2012","PER","Persons","3","thousands",,,127445,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","1991","1991","PER","Persons","3","thousands",,,390,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","1992","1992","PER","Persons","3","thousands",,,390,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","1993","1993","PER","Persons","3","thousands",,,310,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","1994","1994","PER","Persons","3","thousands",,,350,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","1995","1995","PER","Persons","3","thousands",,,240,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","1996","1996","PER","Persons","3","thousands",,,230,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","1997","1997","PER","Persons","3","thousands",,,310,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","1998","1998","PER","Persons","3","thousands",,,310,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","1999","1999","PER","Persons","3","thousands",,,300,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","2000","2000","PER","Persons","3","thousands",,,60,"B","Break"
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","2001","2001","PER","Persons","3","thousands",,,-55,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","2002","2002","PER","Persons","3","thousands",,,-86,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","2003","2003","PER","Persons","3","thousands",,,-91,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","2004","2004","PER","Persons","3","thousands",,,-47,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","2005","2005","PER","Persons","3","thousands",,,13.006,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","2006","2006","PER","Persons","3","thousands",,,24.485,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","2007","2007","PER","Persons","3","thousands",,,-6.743,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","2008","2008","PER","Persons","3","thousands",,,-14.96,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","2009","2009","PER","Persons","3","thousands",,,0.486,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","2010","2010","PER","Persons","3","thousands",,,-37.352,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","2011","2011","PER","Persons","3","thousands",,,-137,,
"JPN","Japan","YVPOI1L1_ST","Total increase","A","Annual","2012","2012","PER","Persons","3","thousands",,,-70,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","1991","1991","PER","Persons","3","thousands",,,1223,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","1992","1992","PER","Persons","3","thousands",,,1209,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","1993","1993","PER","Persons","3","thousands",,,1188,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","1994","1994","PER","Persons","3","thousands",,,1238,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","1995","1995","PER","Persons","3","thousands",,,1187,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","1996","1996","PER","Persons","3","thousands",,,1207,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","1997","1997","PER","Persons","3","thousands",,,1192,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","1998","1998","PER","Persons","3","thousands",,,1203,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","1999","1999","PER","Persons","3","thousands",,,1178,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","2000","2000","PER","Persons","3","thousands",,,1191,"B","Break"
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","2001","2001","PER","Persons","3","thousands",,,1176,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","2002","2002","PER","Persons","3","thousands",,,1138,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","2003","2003","PER","Persons","3","thousands",,,1126,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","2004","2004","PER","Persons","3","thousands",,,1087,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","2005","2005","PER","Persons","3","thousands",,,1091,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","2006","2006","PER","Persons","3","thousands",,,1102,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","2007","2007","PER","Persons","3","thousands",,,1108,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","2008","2008","PER","Persons","3","thousands",,,1087,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","2009","2009","PER","Persons","3","thousands",,,1083,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","2010","2010","PER","Persons","3","thousands",,,1073,,
"JPN","Japan","YVPOBIL1_ST","Births","A","Annual","2011","2011","PER","Persons","3","thousands",,,1047,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","1991","1991","PER","Persons","3","thousands",,,830,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","1992","1992","PER","Persons","3","thousands",,,857,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","1993","1993","PER","Persons","3","thousands",,,879,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","1994","1994","PER","Persons","3","thousands",,,876,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","1995","1995","PER","Persons","3","thousands",,,922,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","1996","1996","PER","Persons","3","thousands",,,896,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","1997","1997","PER","Persons","3","thousands",,,913,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","1998","1998","PER","Persons","3","thousands",,,936,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","1999","1999","PER","Persons","3","thousands",,,982,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","2000","2000","PER","Persons","3","thousands",,,962,"B","Break"
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","2001","2001","PER","Persons","3","thousands",,,981,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","2002","2002","PER","Persons","3","thousands",,,1023,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","2003","2003","PER","Persons","3","thousands",,,1024,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","2004","2004","PER","Persons","3","thousands",,,1078,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","2005","2005","PER","Persons","3","thousands",,,1090,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","2006","2006","PER","Persons","3","thousands",,,1104,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","2007","2007","PER","Persons","3","thousands",,,1142,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","2008","2008","PER","Persons","3","thousands",,,1146,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","2009","2009","PER","Persons","3","thousands",,,1188,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","2010","2010","PER","Persons","3","thousands",,,1253,,
"JPN","Japan","YVPODEL1_ST","Deaths","A","Annual","2011","2011","PER","Persons","3","thousands",,,1251,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","1991","1991","PER","Persons","3","thousands",,,393,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","1992","1992","PER","Persons","3","thousands",,,352,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","1993","1993","PER","Persons","3","thousands",,,309,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","1994","1994","PER","Persons","3","thousands",,,362,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","1995","1995","PER","Persons","3","thousands",,,265,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","1996","1996","PER","Persons","3","thousands",,,311,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","1997","1997","PER","Persons","3","thousands",,,279,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","1998","1998","PER","Persons","3","thousands",,,267,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","1999","1999","PER","Persons","3","thousands",,,196,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","2000","2000","PER","Persons","3","thousands",,,229,"B","Break"
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","2001","2001","PER","Persons","3","thousands",,,195,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","2002","2002","PER","Persons","3","thousands",,,115,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","2003","2003","PER","Persons","3","thousands",,,102,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","2004","2004","PER","Persons","3","thousands",,,9,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","2005","2005","PER","Persons","3","thousands",,,1,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","2006","2006","PER","Persons","3","thousands",,,-2,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","2007","2007","PER","Persons","3","thousands",,,-34,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","2008","2008","PER","Persons","3","thousands",,,-59,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","2009","2009","PER","Persons","3","thousands",,,-105,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","2010","2010","PER","Persons","3","thousands",,,-180,,
"JPN","Japan","YVPOI2L1_ST","Natural increase","A","Annual","2011","2011","PER","Persons","3","thousands",,,-204,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","1991","1991",,,"0","units",,,38,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","1992","1992",,,"0","units",,,34,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","1993","1993",,,"0","units",,,-10,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","1994","1994",,,"0","units",,,-82,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","1995","1995",,,"0","units",,,-50,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","1996","1996",,,"0","units",,,-12.572,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","1997","1997",,,"0","units",,,14.082,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","1998","1998",,,"0","units",,,38.218,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","1999","1999",,,"0","units",,,-12,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","2000","2000",,,"0","units",,,38,"B","Break"
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","2001","2001",,,"0","units",,,-51,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","2002","2002",,,"0","units",,,68,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","2003","2003",,,"0","units",,,-35,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","2004","2004",,,"0","units",,,-53,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","2005","2005",,,"0","units",,,1,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","2006","2006",,,"0","units",,,4,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","2007","2007",,,"0","units",,,-45,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","2008","2008",,,"0","units",,,-124,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","2009","2009",,,"0","units",,,0,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","2010","2010",,,"0","units",,,-79,,
"JPN","Japan","YVPOMIL1_ST","Net migration","A","Annual","2011","2011",,,"0","units",,,-79,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","1991","1991","PER","Persons","3","thousands",,,-41,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","1992","1992","PER","Persons","3","thousands",,,4,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","1993","1993","PER","Persons","3","thousands",,,11,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","1994","1994","PER","Persons","3","thousands",,,70,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","1995","1995","PER","Persons","3","thousands",,,25,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","1996","1996","PER","Persons","3","thousands",,,-68,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","1997","1997","PER","Persons","3","thousands",,,16.918,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","1998","1998","PER","Persons","3","thousands",,,4.782,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","1999","1999","PER","Persons","3","thousands",,,116,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","2000","2000","PER","Persons","3","thousands",,,-207,"B","Break"
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","2001","2001","PER","Persons","3","thousands",,,25,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","2002","2002","PER","Persons","3","thousands",,,25,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","2003","2003","PER","Persons","3","thousands",,,25,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","2004","2004","PER","Persons","3","thousands",,,25,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","2005","2005","PER","Persons","3","thousands",,,131,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","2006","2006","PER","Persons","3","thousands",,,131,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","2007","2007","PER","Persons","3","thousands",,,131,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","2008","2008","PER","Persons","3","thousands",,,131,,
"JPN","Japan","YVPOSAL1_ST","Statistical adjustments","A","Annual","2009","2009","PER","Persons","3","thousands",,,131,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","1991","1991","_1000","Per thousand","0","units",,,3.172666,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","1992","1992","_1000","Per thousand","0","units",,,3.162632,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","1993","1993","_1000","Per thousand","0","units",,,2.506772,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","1994","1994","_1000","Per thousand","0","units",,,2.822695,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","1995","1995","_1000","Per thousand","0","units",,,1.930968,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","1996","1996","_1000","Per thousand","0","units",,,1.850456,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","1997","1997","_1000","Per thousand","0","units",,,2.484074,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","1998","1998","_1000","Per thousand","0","units",,,2.477919,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","1999","1999","_1000","Per thousand","0","units",,,2.392154,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","2000","2000","_1000","Per thousand","0","units",,,0.4777451,"B","Break"
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","2001","2001","_1000","Per thousand","0","units",,,1.327693,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","2002","2002","_1000","Per thousand","0","units",,,1.632102,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","2003","2003","_1000","Per thousand","0","units",,,0.7207292,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","2004","2004","_1000","Per thousand","0","units",,,-0.1487123,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","2005","2005","_1000","Per thousand","0","units",,,1.040896,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","2006","2006","_1000","Per thousand","0","units",,,1.039771,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","2007","2007","_1000","Per thousand","0","units",,,0.4061568,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","2008","2008","_1000","Per thousand","0","units",,,-0.4060074,,
"JPN","Japan","YVPOI3R1_ST","Total increase rate","A","Annual","2009","2009","_1000","Per thousand","0","units",,,0.2030746,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","1991","1991","_1000","Per thousand","0","units",,,9.949156,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","1992","1992","_1000","Per thousand","0","units",,,9.80416,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","1993","1993","_1000","Per thousand","0","units",,,9.606599,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","1994","1994","_1000","Per thousand","0","units",,,9.984274,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","1995","1995","_1000","Per thousand","0","units",,,9.550245,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","1996","1996","_1000","Per thousand","0","units",,,9.692833,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","1997","1997","_1000","Per thousand","0","units",,,9.551664,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","1998","1998","_1000","Per thousand","0","units",,,9.615923,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","1999","1999","_1000","Per thousand","0","units",,,9.39319,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","2000","2000","_1000","Per thousand","0","units",,,9.483239,"B","Break"
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","2001","2001","_1000","Per thousand","0","units",,,9.238855,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","2002","2002","_1000","Per thousand","0","units",,,8.929482,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","2003","2003","_1000","Per thousand","0","units",,,8.821098,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","2004","2004","_1000","Per thousand","0","units",,,8.507907,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","2005","2005","_1000","Per thousand","0","units",,,8.53848,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","2006","2006","_1000","Per thousand","0","units",,,8.615247,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","2007","2007","_1000","Per thousand","0","units",,,8.654264,,
"JPN","Japan","YVPOBIR1_ST","Crude birth rate","A","Annual","2008","2008","_1000","Per thousand","0","units",,,8.487117,,
