"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","units",,,0.761083714082667,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","units",,,0.901772658959351,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","units",,,0.678072673228329,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","units",,,-0.401406460705303,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","units",,,0.488175753327042,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","units",,,-0.000893482261340795,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","units",,,0.726443308401393,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","units",,,0.657798095475992,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","units",,,-0.23934736776058,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","units",,,-0.423060601231548,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","units",,,0.539083175367394,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","units",,,-0.120424521143119,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","units",,,1.11198354145626,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","units",,,0.393832875626543,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","units",,,-0.0676382485070304,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","units",,,0.0754521906216297,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","units",,,-0.575420017278965,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","units",,,1.01241909627295,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","units",,,0.673357028605886,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","units",,,0.643032795774256,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","units",,,0.374604349597432,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","units",,,0.219847854787954,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","units",,,0.324882776622183,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","units",,,-0.94030892378319,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","units",,,1.24825281901344,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","units",,,0.364712140331713,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","units",,,0.25112480882796,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","units",,,-0.431129454377398,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","units",,,0.139452041855847,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","units",,,0.624268593145439,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","units",,,-1.40114611837598,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","units",,,-0.241675471739115,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","units",,,-1.24074503923212,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","units",,,-0.879691518658546,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","units",,,1.67055319690436,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","units",,,-0.0179876965523564,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","units",,,1.40797860241921,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","units",,,0.691870779733285,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","units",,,0.047699232223222,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","units",,,1.32526582824345,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","units",,,-0.404344464343544,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","units",,,-1.80830836493159,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","units",,,1.11408895277058,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","units",,,1.57013390647831,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","units",,,0.495789082704661,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","units",,,0.487777890174026,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","units",,,0.738051498435128,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","units",,,-0.397448567762223,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","units",,,0.17487387716749,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","units",,,0.713151310074815,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","units",,,0.870395514080764,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","units",,,0.307557916760913,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","units",,,0.0841918709520344,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","units",,,2.27260304272217,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","units",,,-4.96652286845275,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","units",,,-0.0163487595869187,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","units",,,0.665078179470708,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","units",,,0.215062636180628,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","units",,,-0.822648391642485,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","units",,,0.356375203633614,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","JPN","Japan","GP","Growth previous period","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","units",,,-0.860496906021797,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","units",,,-0.905745825077846,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","units",,,-1.18207984531891,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","units",,,0.200852325365931,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","units",,,-0.51110979614781,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","units",,,-0.195531764618419,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","units",,,1.82580712444691,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","units",,,1.37753944971577,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","units",,,0.452459300311736,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","units",,,1.04092584211549,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","units",,,0.654096635668158,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","units",,,1.81603706947703,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","units",,,0.764518568366134,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","units",,,1.10984887603704,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","units",,,-0.0435798089297761,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","units",,,1.018440933832,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","units",,,0.44238239102287,"E","Estimated value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","units",,,0.232617065089933,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","units",,,0.523611592194907,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","units",,,0.593245160141736,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","units",,,1.07273350079926,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","units",,,1.54881127887076,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","units",,,0.491153125191212,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","units",,,1.28138422707346,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","units",,,1.08263789833806,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","units",,,2.6270544982699,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","units",,,0.713837919280986,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","units",,,0.563361126513019,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","units",,,0.771907558348206,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","units",,,1.36733166438692,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","units",,,1.49146569985334,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","units",,,1.50918404720214,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","units",,,0.10231266156257,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","units",,,1.89405909306368,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","units",,,0.87902928805412,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","units",,,1.42282085522965,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","units",,,1.26314293833477,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","units",,,2.08833200035546,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","units",,,0.340859111567223,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","units",,,1.1528838075757,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","units",,,0.937975363476739,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","units",,,0.567035895876465,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","units",,,0.962261046658987,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","units",,,1.66482420249195,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","units",,,0.786722753876217,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","units",,,1.23061978018199,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","units",,,0.834359475181525,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","units",,,0.528055584798393,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","units",,,0.929086956339612,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","units",,,0.583115788949445,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","units",,,1.66369578134284,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","units",,,0.95866614715241,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","units",,,0.252868387833377,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","units",,,1.00651629072681,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","units",,,1.11558846298905,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","units",,,0.712224425293011,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","units",,,0.666253425805724,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","units",,,1.17962341897156,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","units",,,0.148508788045809,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","units",,,0.744882515707886,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","units",,,0.95940455461095,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","units",,,-0.251756660278818,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","units",,,1.12559330972653,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","units",,,0.35016092502085,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","units",,,-0.0293257309159984,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","units",,,1.02410242509532,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","units",,,0.66821775518532,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","units",,,1.65909049418551,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","units",,,0.5983572113537,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","units",,,-0.506256805726622,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","units",,,-0.707629262551274,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","units",,,-1.31042084530456,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","units",,,-1.65739584515837,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","units",,,-0.652385190260402,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","units",,,-1.08170509106037,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","units",,,0.438398726862818,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","units",,,0.631526528641269,,
